post,label
is home schooling bad or good why is it good in that the kids get a more personalized education bad in that they do not interact with other kids,0
homework is harmful or helpful in my opinion why do i feel that way i learn even if im not in school,0
it is impossible whether a fact or an opinion do you think there is nothing impossible or are some things impossible impossible is a fact the way i see it but thats just me what do you think nothing is impossible,0
is it easier for you to say thank you to a stranger holding a door open for you than it is for you to thank your own loved ones for being there for you no i can do either,0
is it easier for you to say you are just mad at someone rather than say you were hurt by them is this just you or do you think this happens with the majority of the people i say why i am mad then let them know how i am hurt,0
is it just my springing that is pmsing because i am not receiving the questions people send me they disappear suddenly and i cannot answer the ones i have in my inbox damn sorry sweetie,0
is it okay for women to ask me out or should men always ask women either,0
is it racist if a parent does not let their children date interracially what would you do if your parents said you could not date outside of your race will you let your children date other races i brought a black woman home once and that was enough my parents do not tolerate interracial relationships,0
is it weird that i have a stuffed owl named whooter who talks yes yes,0
it is wrong or is it just different i mean this is just an example we see different religions and think that maybe they are wrong if they dont believe in what we believe are they wrong or is it just different the same happens with many other things just different,0
is love blind yes,0
is prochoice the same thing as proabortion yes i think so prochoice means that a person is in favor of abortion,0
is prostitution and pornography the same thing then why is pornography legal but prostitution in most places is not its the same thing but i dont know why one is legal and the other is not its dumb,0
is snowboarding something you would be interested in learning how to do assuming you are not already experienced in it why or why not no i hate winter lol,0
is the first time having sex the best or does it get better,0
the world is going to end in no time,0
is there a certain time of day that you are almost guaranteed to be logged on for me its most likely morning hour am or so,0
is there a film currently in the cinema that you want to go and see if so what is it toy story,0
is there a lyric in a song that just makes you go wow if so what is it that makes the wow factor in the song its a long way to the top by acdc they say if you think its hard doing one night stands trying playing in a rock band thats fun lmao,0
is there a meaning to your name i have been to jail several times so yes,0
is there a name that you just hate what is it not really,0
is there a significant meaning behind your username if its just your normal name how did you get your name do you know what your name means mine means dream i have been to jail times,0
is there a song that makes you cry which one pink please do not leave me,0
is there a time in your life that you wish you could take back getting divorced,0
is there an internet site that you think is a total fail,0
is there any celebrity that you really hate hearing about because its annoying lady gaga,0
is there any celebrity you would want to actually have sex with why or why not maddonna is one freaky hot cougar,0
is there any huge drama situation in your life right now that you wish you could get rid of if so what is it and what is happening if not are you thankful for being somewhat dramafree at the moment or do you enjoy drama not allowed,0
is there any instance in which cheating is okay like the military when youre overseas away from your spouse for a long period of time when i went overseas i made an agreement with my lover that it was ok to fuck whomever we wanted as long as we both practiced safe sex when i got home it was a closed relationship everybody is different but for us we made sure to be honest and open about the fact that we were horny and wanted to get laid so it was ok,0
is there any movie from your childhood that you still absolutely love top gun,0
is there any song lyrics that are stuck in your head right now if so what song artist sings it john mayer half of my heart,0
is there any topic that you hate talking about because it makes you feel really uncomfortable abortion,0
is there any topic that you hate talking about because it makes you feel really uncomfortable abortion,0
is there any typing flaw that you absolutely hate using qs as gs bad grammar spelling etc bad grammar if youre from the street do not talk lie that on the web kk,0
is there anyone checking up on us at the atm and why no sorry,0
is there anyone you feel is out to get you or have you ever been in a situation where you felt someone was out to get you what have they done to make you feel that way the casper wyoming police basters,0
is there anyone you know who currently wants to fight you if so why do they want to fight if not have you ever had someone wanting to fight you yes i have been in several fights but not in a long time,0
is there anything holding you back from something right now i have an active warrant for my arrest in wyoming,0
is there anything you want someone to know but you wouldnt dare ever say it to them if so what is it you want to say go ahead and get it off your chest you dont have to mention any names if you dont want to no if i have something to say i am pretty blunt about it,0
is there anything you wish for that you know is impossible yet you feel a childlike urge every now and then that it will come true or happen anyway what is this thing to win the lottery,0
is there one person you hate to love yes ive got one texting me right now lol my exwife,0
is there someone that you refuse to talk to why no there are a couple people that i am mad at but i would still talk to them,0
is there something else you should be doing but arent because youre doing this yes but its raining so im in doors and doing this lol,0
is there something you are so scared of that even the thought of it gives you chills no there isnt,0
is there still right and wrong good and bad truth and lies or is everything negotiable left to interpretation there is right and wrong and it matters if we do the wrong thing,0
is your best friend slightly retarded at all mine is everyday she manages to trip herself over like wow nope she is a very cool person,0
is your city known for anything if so what how about your state what is it known for casper wyoming was the site of an old army fort lt caspar died in an indian attack and the town was named after him even if they misspelled it wyoming is the equality state as we were the first state to give women the right to vote and the first state to kill a woman for horse theft,0
is your day better today hows your mom she is home and safe thank you and yes i am better,0
is your formspring different again too haha yes it is,0
is your life story fucked up enough to make a pretty good movie maybe if i had a good director lol,0
is your refrigerator covered in magnets and notes,0
it is taking forever to submit a question is your computer dreadfully slow no working fine,0
it was a post question the hitler one and the guilty of killing thousands ahh okies,0
it was not a hacker it was a bug but now it is fixed so back to spamming cool,0
its a bad hair day you have tried absolutely everything to fix your hair last resort hide your hair under something what would it be ex a hat what kind of hat ect my cowboy hat,0
its been said that some people cry more for the death of an animal in real life or on television than the death of a human why do you think that is im not sure,0
it is dangerous to have wild animals as pets raccoons monkeys and alligators are examples of such animals why do we as americans feel the need to have them as pets because they are just stupid,0
its here what time is it for you pm,0
im so glad its friday im getting my hair roots touched up tonight and hanging with friends tomorrow night what are your plans for the weekend give me the details i work in a hotel so no weekends off for me i have monday off,0
just to let everyone know no one is hacking anybody it is a glitch in the file system pass it on okayies,0
just wanted to let you all know i wont spam until late tomorrow i have my cna exam which i believe im going to fail if thats what you believe than you will i hope you pass and get a good job,0
kisses laugh always kiss,0
the largest snowfall youve ever witnessed if any did you miss any school work did you play in it at all do you even like snow it was and we had so much snow i had to crawl out the window to clean off the porch so i could open the front door,0
the last one would you accept to leave your country and never set foot in it again where would you go what would you do yes right to brazil and be a rich baron,0
last one are you an organ donor drivers license no never,0
last one has your home ever had an infestation before if so what was it how did you get rid of it no it hasnt,0
last one if you were driving down the street and a bear stopped at your window what would you do keep driving,0
the last one is there something about me that youve always wanted to know but have never asked yes do you shave or wax your legs and do you have a vagina,0
last one for meow why do we need songs on our mp players like were really going to listen to that many songs a day xd lol i do not own one,0
last one for now what is your opinion on passing out condoms and birth control in schools for free without notifying the parental units its better than not doing anything,0
last one for now ask me some back please money buys temporary happiness what gives you personally permanent happiness my daughter,0
last one for the day since i have to come up with more questions when people immigrate to america should they be able to speak english and take a common knowledge exam some simple math english and american historys in order to become a citizen since thats the law to become a citizen then yes lol,0
last one for the night what do you fear why do you fear it do you think you could ever get rid of that fear i used to fear needles i got a tattoo and now im not afraid of death,0
last one for the night because i have some studying to do leave me things love you all today was a kind of day nice slow,0
last one for today spam back do you believe in other forms of intelligent life if so what do you think they look like are they friendly yes i do but i have no idea what they look like or even if they are friendly i hope they are,0
last one until i wake up in the morning leave me things to do what war in history really interests you and why ww is very interesting,0
last one ask some back please what is the scariest movie youve ever seen i heard splice is pretty scary i dont know,0
last one send some back i do read all the answers just saying who is your favorite comedian larry the cable guy,0
last one spam back can you crave something youve never tried i really dont know,0
last person i said i love you my daughter,0
last round for the night many people today think that punishing a child by spanking is considered abusive do you agree or disagree why is there an alternative to spanking that is just as effective not abusive if done with an open hand and only once,0
last round for today do not spam me let me know congrats you won a getaway to a private island of your choice you have extra seats on the jet who do you take and why my daughter my best friend and my girlfriend,0
last round of spam for the night if you dont want to be spammed tell me are you the kind of friend that you would want to have as a friend yes,0
the last thing you eat drink or touch should be avoided additionally it is advisable to refrain from consuming german beer and brauts,0
last time you had a krispy kreme donut never,0
laughing so hard my turban unravels and falls in my curry i think its the most epic expression ever whats an expression you really like keep your drink just give me the money,0
leaving wont be back until next thursday spam me all you want okies,0
lets start shall we best pick up line hello my name is,0
life would be absolutely unbearable if you were to lose this person place thing my daughter,0
lindsay lohan was sentenced to days in jail normally it seems celebrities are not punished enough for crimes they commit how do you feel about her punishment is it fair yes i have done much more time in jail than her but she only did a probation violation so its fair,0
laugh out loud ashley was when she discovered she liked vodka i was as we tried it at the same time laugh out loud ha ha ha ha ha ha ha i was when i discovered beer and whisky,0
laugh out loud i tried vodka when i was that was the first time i got properly drunk nice youre a naughty girl then,0
laughing out loud i was when i lost my vitality,0
lol omg you had sex in an ambulance yeay when i was lol my first girlfriend,0
love or lust for now,0
marilyn monroe was the original dirty little freak,0
male female male,0
mandatory drug testing for welfare applicants is a controversial issue some people support it while others oppose it explain your position,0
many people today think that punishing a child by spanking is considered abusive do you agree or disagree why is there an alternative to spanking that is just as effective as timeouts but i spanked my daughter just not more than once at a time no need to be hurtful,0
me a flirt i dont think so aww thankss ur a realy nice person aswell d aaww now im all warm and fuzzy inside lol,0
megan fox squeezed her way into an corset for the western action flick jonah hex they were constantly worried of her fainting what are your overall opinions on that do you think she needed to appear that skinny for the movie in the old days women would do that any given day women fainted on a regular basis so yeah if she wants to earn million dollors then she should get into her part,0
meh im done spamming i cant think of anyone more questions please spam me back ill ask more tomorrow okies,0
yes please you are a flirt laugh out loud pucker up i know laugh out loud,0
mm d tht sounds gd what is the consenting age for sex in your state as brianna is and not legal u have to be in uk to be legal d the us is,0
money or love money pink has a great line keep your drink just give me the money har har har,0
more people are quitting their jobs voluntarily than getting laid off now according to a story on a news website i read what motivates you in a job are there more important things about a job than just what it pays what would make you leave a job i leave a job when they treat me like a slave and take me for granted nothing but money motivates me in a job i do not work because i want to but because i have to i have absolutely no loyalty to any company the guy next door wants to pay me a dollar more good by fucker face,0
more than half of the states in the us now have adult obesity rates above 30 what are some small steps we could take as a whole society to lower or at least halt the growing obesity rates in america stop eating salty foods foods with saturated fat and candy,0
more kisses im getting married many more kisses my wife,0
most everyone i know has a favorite number whats yours and why do you like it saying just because will not make me a happy camper by the way haha i have some obsessivecompulsive disorder ocd and that makes me happy for some weird reason,0
most men like girls younger than themselves do you like younger or older women an by how many years does it not really matter i have dated both sides as long as she has a strong mind and is independent i like her,0
my boyfriend wants kids but doesnt want to get married i want to be married before i have kids it seems neither of us is going to budge on our stance weve been together years now what advice or suggestions would you give us i think its time to move on thats too important an issue to stay with him,0
my brain is completely off today so i cant think of anything to ask but i figured its been a while so i thought about some questions haha well bye have a great day,0
my brother was telling me that johnny depp refuses to watch any movie he has ever been in if you were a movie star that was in some of the biggest movies do you think you would watch them no i would not want to watch myself,0
my day has been fine thanks its nearly pm now im just relaxing with my sister having a few drinks ill have one for me,0
my hair is really thin i hate it d is your hair thin or thick do you like it thick i used to like it till it got gray lol,0
my inbox has questions so ill be doing them throughout the day ill be spamming through out the day so i dont forget have you ever read a book cover to cover if so what book was it the death and life of superman is my favorite but ive read many many books cover to cover,0
my legs went numb and i had pins and needles dont you just hate it lol yeah,0
my mom just asked me why the satellites dont fall out of space what is your reaction they are in a geocentric orbit and stay there due to gravity miles up is the norm,0
my old account has been restored because i talked to fs and changed my background please follow me on here and stop following meganmedellin thank you kisses,0
my sister is christian but was made to go to a temple where other religions pray she was forced in by the school and was upset as she didnt want to do it i think this is wrong she should have been allowed to stay outside,0
no changes needed,0
the most important things in my life are my family friends my dog beer and sex,0
name things you could pick up from where you are sitting my beer my head set my mouse my pen my watch,0
name seven random things in your bedroom and what they say about you ie yellow walls happiness my teddy bear my batman stuffed toy my superman blanket my catholic cross umm thats about it,0
name your three biggest fears death no family no money,0
new picture yes i love it very cute,0
no i have not i have never been out of europe it kinda sucks to be honest want me to take you there,0
of all the questions you have been asked how many do you think you answered with either one word or with an idk idc or idr just a few actually,0
get up now have sweet dreams and kiss goodnight,0
oh god you did a lot in jail eh yes i had to take care of myself,0
oh god what did you do i was at the bar and decided that i could drive home plus i had no insurance and had a suspended license i hadnt paid my fines from the last time that had happened so they threw me in the tank lol,0
oh no the world has ended you are the only person alive you have the power to bring one person back to life to repopulate the earth who do you choose my exwife,0
okay its time for a riddle why shouldnt you feed your teddy bear i dont know,0
okay so are you currently or soon to be a godmother father aunt uncle in months im going to be a godmother and im so excited i am a father uncle and a godfather,0
no,0
okay everyone i dont know how many that is but im tired as shit so im done for tonight i hope you all enjoyed my spam night everyone kisses,0
oklahoma is now officially experiencing earthquakes as a new fault line has formed we are also seeing more floods and larger tornadoes is your state experiencing worsening weather but some parts of wyoming is flooding,0
omg im actually very annoyed i need to sneeze but its not coming does that ever happen to you all the time,0
on average how much do you switch positions during sex or more,0
once a month men should be able to feel what its like to bleed from the genitals agree,0
one memorable quote i remember from a song is bruises fade but the pain remains form the song im okay keep your drink just give me the money pink u and ur hand,0
one moment you wish you could replay too many to count laugh out loud,0
only english native people how does spanish sound to you i am not sure what youre asking if you mean only english speaking people in america then no we have freedom of speech here,0
oops did not mean to ask if you had any pets i already know that lol,0
oh my god i just bit my tongue i wonder how many of you evil lot will laugh probably most of you laughing probably,0
our weather was this morning hot,0
overall do you think your parents raised you well why do you think stricter parents children are raised better than a lineant parents children are when youre a parent how will you raise your kids explain they tried i turned out to be an outlaw anyways lol,0
p diddy bought a car for son if you were rich would you give your children everything and spoil them or would you still try to make them work for it and earn it and try to teach them the value of a dollar but spoil them on holidays like their birthday,0
please send me the notes from todays class i apologize for the poor performance i am very sorry kisses,0
pampered chihuahua inherits a million in her will miami heiress gail posner left her beloved dogs with a much bigger inheritance than her son what would you do if you were her son daughter and found this out should people be allowed to do that she worked hard for her money and by god she should be able to do with it what she wants,0
penguins or pandas,0
polka dots stripes plaid tie dye which of those are you most likely to be seen wearing stripes,0
popping fireworks in the city limits is illegal here but we usually do it anyway lol everyone else around here does is popping fireworks illegal where you live if so do you pop them anyway or is it too heavily enforced it is illegal in the county of natrona to pop off fireworks some people do it but it is heavily enforced,0
post a picture of you and your significant other i am divorced and took all the pictures off my computer i have one of my daughter and i dont know how to post pictures,0
the president wears a lady gaga wig and dances around the president dances around the president dances around who killed our taxes lmfao i love glozell i hate her,0
qa do you like the height you are or would you rather be taller shorter or the same i like me as i am,0
sure i can help you with that,0
questions often show up doubled in my inbox and i keep having to refresh my inbox when i answer questions its been going on for weeks now does this ever happen to you all the time,0
sure what questions do you have,0
quick announcement currently my brother has a guest over and im constantly back and forth from the computer my spam will probably reach you by the end of the weekend with double apologies for all the delay have a nice day and kisses,0
rate me crazy id marry you talkative sarcastic lovable clubhead moody dumb spoiled mouthy random hot funny fit amazing beautiful cute rude simple strong the best my bitch,0
rate yourself being best being worst d number one baby,0
right now the thermostat says degrees and it feels perfect what is your ideal temperature the same between and so,0
according to a rumor spongebob will be canceled in do you like spongebob sure thats too bad hes funny,0
scream like a girl for me now go to bed early going to work now,0
sex with a condom or without a condom depending on the situation if i am having gay sex then its always with a condom,0
sex is the act of engaging in sexual intercourse with another person the penis is the male reproductive organ used in sexual intercourse while the vagina is the female reproductive organ used in sexual intercourse the cleanliness of the penis or vagina is a personal preference and does not affect the act of sex,0
sexy of course i am laughing my ass off,0
share with us two truths and one lie about yourself i have been to jail i love my daughter i am six feet tall,0
short round of spamming i havent had an empty inbox all day ill probably leave a lot for tomorrow you all ask good questions which would explain my essay answers do people really remain friends after graduation or do they slowly drift apart i have stayed friends with my high school buddies for the last years,0
should child predators be forced to wear signs identifying themselves as no but they should get counseling,0
guys should moan hell yes,0
guys you should pluck your eyebrows,0
should we legalize marijuana why or why not im not sure its not worse for you than beer,0
should we legalize marijuana why or why not im not sure its not any worse for you than booze,0
silly bandz do you like them do you think they are overrated or have you not heard of them what are they,0
since everyone says myspace is dead which internet site do you think will die next,0
since im a big nba fans i wonder if lebron is staying or leaving if hes leaving where is he going i dont know yet because he hasnt said anything yet,0
single or taken how long have you been single i have been divorced for a little over a year now,0
single taken how long has your relationship status been that way single divorced over a year,0
skinny women or women with curves,0
skittles or chocolate heath bar i do not eat candy,0
smile yes i think you should i will just do it for you,0
so do you really think we evolved from apes yes the evidence is there,0
so im logged into yahoo and thats where all my nonreply messages go and im absolutely amazed at how many people are on here at this time of night where im at so leading to my next question what time is it where you live,0
so the post office is increasing the price of stamps again going from to each how do you feel about the quickly increasing rate of postage these days how much do you use the postal system i never use the us postal system there are too many competitors out there,0
so tomorrow night is a house show my ex plays in the band that will be there there will be my other ex along with other guys i want to fight and my boyfriend might go with me as well i just want to go for the epic drama should i whatever ever,0
so due to the weather in my area there is no zoo today instead were going to the imax what movie shall we see not eclipse since ive already seen it toy story is very funny and very entertaining,0
so i brought a laptop for my aunts wedding how are you today and thank you all for the advice i am good and thank you very much,0
so i am going to disable my account until the next day remember if you want to talk email me on pagan holly hotmailcom or add my facebook your answers are amazing keep going kisses,0
so you like threesomes would that be difficult as long as you take your time and give attention to both partners,0
so your partner cheats on you do you give them a second chance or do you leave them would you ever give them a redo chance i leave i have never cheated if you make a commitment you keep it,0
spam spam okies,0
some people claim they do not judge others do you feel it is possible as a human being to not observe and place even the slightest bit of judgment on the things and people we see we all judge,0
some people like spam while others get annoyed which are you i like it lol,0
some people still believe that slavery should be legal what are your thoughts on this those people are stupid and need to be shot or enslaved,0
someone at work asked me today why only the usa celebrated the 3rd of july and not other countries how much do you know about the history surrounding the 3rd of july the 3rd is the celebration of the signing of the constitution and the declaration of independence the constitution was ratified into law by the confederates a full year after the war was over,0
someone once told me when men lie it doesnt mean anything but when women lie it means a lot of things so its worse when a woman lies do you agree with this statement if not how do you feel the meaning of lying differs between genders i dont agree lying is just stupid and wrong no matter which gender does it,0
someone told me they believe that everyone has a form of bisexuality do you agree or disagree i think so everyone is curious just depends on how much so,0
someone told me what id think if schools put condom dispensers in the mens bathroom what do you think,0
sometimes i feel like crying for no reason have you ever felt that way no never,0
sometimes you have to put your hopes in a safe place and come back to them another day do you have your hopes on a safe place or does everyone walk over them what do you hope for or do you just not have hopes at all i have hopes and dreams i keep them in a safe place too,0
sorry i havent been spamming a lot lately i havent been able to figure it out but thanks to java i did lmao if at any time you dont want to be spammed by me just let me know and ill unfollow you thank you so i like your questions,0
spam okies,0
spam for spam promise to return okies,0
spam for spam will ask you questions soon sure,0
spam me okies it will be later today as i am going to work real soon,0
spam me okies,0
spam me please sure,0
spam me please okies,0
spam me okies,0
spam me sure,0
spam me haha sure,0
spam me ill spam back okies,0
spam me sure,0
spam time whos excited d yeeaa lol,0
spam spam pretty please haha my inbox is incredibly lonely okies,0
spam spam sure,0
spam for spam sure,0
spam me i always spam back okies,0
spamming at am since i cant sleep if you were born in another decade which would it be and why thes that way i would be a teen in thes and could really get my freak on,0
spamming time do you attend church why why not i do i enjoy the ceramoney,0
starting from the youngest age i can remember i have been involved in various activities such as music sports clubs camps and baseball,0
stretch your right arm out as far as you can what can you touch my beer first then the tv,0
summer is about halfway over already what is the funniest thing you have done so far i went to the sinks canyon to go camping,0
sunday mornings with who would be like a thousand cups of good coffee in paris at the hilton,0
sure you can be madly in love with himher but how do you know youre ready for marriage do you think it varies per person or are there some basic signs when do you think youll be ready for marriage i was when i got married i was madly in love,0
sure i guess it depends on why sorry sweetie i went camping and forgot what i asked you again sorry,0
tell me about your best relationship i was married for years,0
texas public schools state that both the pledge of allegiance and the pledge to the texas flag are mandatory for all students what are your thoughts its cool with me,0
texas public schools say both the pledge of allegiance and the pledge to the texas flag what are your thoughts its their state let them do it,0
texting facebook textbook so im studying right now you guys laugh at me,0
thank you not too sure about number laugh out loud mouthy you know laugh out loud,0
thanks for my kiss it was much appreciated i always love you have a good night,0
that batman picture is awesome thanks,0
that thing that says connect with wordpress what is wordpress i dont really know,0
the crazy bands craze they were recently banned from schools have you heard about it if so what is your opinion on them do you own any i read about it i have never worn one,0
the highlight of your week was talking to my daughter on the phone,0
the karate kid took the spot in the box office this past weekend did you go see it if so write a short review for us if not do you want to see it i can wait for the video lol,0
the push from some companies to use drones pilotless aircrafts has government officials concerned should the us open up the skies to drones do you feel they are too dangerous why or why not the government military uses them all the time the fear is that people with bad intent will use them to hurt americans on american soil,0
the united states has identified nearly 1 trillion in rare untapped mineral deposits in afghanistan what do you think should be done with the funds who should this money go to afghan organizations should be employed to mine and tap this resource and the money should go to the afghan government,0
there is a serious threat to amazon dolphins known as pink dolphins and supposedly their gentle nature is a main factor they are dying off this reminds me of humans and the saying nice guys finish last do you think its possible to succeed nicely i have done it at work,0
they say every guy has a hidden gay fantasy is that true for females we all have lesbian experiences i think so,0
think about it have you ever done something girly lmao never done something girly i have done some really dumb things though,0
think back to elementary school did you buy or pack lunch more often which was more worth while can you tell me what your favorite lunch used to be we had a school lunch program,0
think back to your favorite genre of music in that industry there is a majority of white people,0
think of the last person who you really knew who died you have the chance to give them an hour of life back but you have to give one year of your life do you why no when its time to go its time to go,0
this is all for tonight now back to answering what do you find attractive on the opposite sex physically what is one personality trait that attracts you to a member of the opposite sex boobs physically mentally i like a strongminded person,0
this is just a quick reminder if you do not want my spam you can always block me or send a quick message to my inbox and ill quickly remove you from my spam list after the current batch of spam you wont receive anymore okay youre fine spamming me,0
this is my new facebook my other one got deleted if you can do me a huge favor and ask everyone youre following to follow me and ask me stuff that would be great its so hard to find the people i was following again wwwformspringme meganmedellin okies,0
this is shannacide i have changed my username so i will be asking off of this name beyond fear from now on what did your parents do in their free time when they were teens i actually dont know,0
this may be a stupid question but have you ever ridden a roller coaster believe it or not i havent ridden one im scared to death of them yes and i love them,0
three girls from my high school are pregnant and have not graduated yet should they put birth control in the water no try education first,0
today is your real birthday nice to have it on the weekend happy birthday hope you have a great day and year ahead thank you that means a lot to me,0
true,0
twitter facebook or myspace why facebook because myspace is full of liars and hackers,0
you like batman yes but superman is my favorite,0
you like girls with light hair yes but i have dated women with dark black hair,0
you were in france why and in spain and brazil what i was in the navy for years i went around the world twice,0
uci stands for university of california irvine the song what do you think by u2 is about the singers relationship with his wife the lyrics im not sure what you think but im not sure what you feel mean that he is confused about her feelings and intentions the phrase buried in your backyard is a metaphor for being trapped or suffocated by someone the phrase sorry if this is a repeat means that he is apologizing for saying the same thing before the phrase it means what it says means that he is being literal and straightforward,0
the difference between medicine and poison is the dose have you ever taken more than the recommended dosage of medicine before if so what effect did it have on you if any i have taken beer with hydrocortisone before i just passed out,0
you are treated the way you allow people to treat you do you agree with this statement how do most people treat you do you feel you must demand respect in order to get it yes yes most people are nice to me because i am nice to them no respect is earned and you cant just demand it punks in jail do that,0
you are unique just like everyone else thats a quote i like what about you is truly unique keep your drink just give me the money,0
usi alguien con mufaltiples personalidades se suicida ubfse podrueda decir que ha tomado rehenes uif a person with multiple personalities decides to commit suicide can it think that it has taken hostages lmao i dont really know how to answer that one,0
you are speaking very poorly please speak clearly,0
youre a boy man yes,0
what turns you on where do i start lol big boobs blond hair blue eyes strongminded independent,0
wait outlaw i did spam you laugh out loud oops sorry laugh out loud,0
i want to spam you with questions sure,0
was you born locally to where you now live if not how many miles away were you born estimate i was born in landers wyoming and casper wyoming is around miles away,0
was your first sexual experience enjoyable did you get a blow job or a hand job yes it was we had fullon sex it was great even though i was really scared,0
what age do you think it should be legal to go into the army,0
what color do you look best in blue,0
what do you buy someone for a birthday my niece is next month and it confused me lol stuffed toys,0
what is your age,0
what makes you mad at liars and fakes,0
what would you do if you found out i was your sister kiss you nicely,0
what is one thing you would never give up beer,0
way to add me to your friends list kisses,0
ways and websites to crop pictures for free online image editor,0
we do think i watched it on the history channel the other day you pay dollars to freeze and later unfreeze then i am mistaken well then more power to those people i will do it,0
well i drink as much as i can as soon as september is here and im legal to drink i will be getting drunk so much haha ha ha ha ha ha ha right on when did you know you liked vodka what did you try before that,0
well okay like months i havent seen her one of us could have had a kid in that amount of time haha im excited i cant help it lol lol,0
were you ever in the military yes years in the navy went around the world twice,0
were you ever into the beanie babies craze do you own any beanie babies currently no i dont own any beanie babies currently no i dont own any beanie babies currently,0
what kind of toothpaste do you use i have superman toothpaste believe it or not,0
what did you go to jail for and why are you not paying my fines,0
what kind of music do you listen to rock and roll old country,0
what are you wearing in this moment im wearing a leather vest cowboy hat shortsleeved shirt and wrangler jeans,0
what about truths same age as i suspect so truth spit or swallow lol,0
what advice do you have for young couples communication is the key not speaking and telling each other our feelings is what broke up my marriage,0
what age group do you find the most innocent and younger,0
what american war hero interests you if any why macarthur was a real american asshole,0
what animals do you hunt big ones or small ones both rabbits and antelope deer elk sometimes bear,0
what are the current noises you hear right now i hear an insanely annoying buzzing coming from somewhere my uncles fish tank and the air conditioner,0
what are the most important lessons youve learned in life be patient listen dont yell dont abuse your body,0
what are you doing for july drinking beer,0
what are you allergic to nothing,0
what are you curious about that is naturally something you should never try such as drugs sex alcohol etc nothing really,0
what are you doing for the fourth of july drinking beer,0
what are you doing right now im eating ice cream and drinking beer,0
what are you doing right now im watching hannah montana d lmao talking to you,0
what are you forever being absentminded about my keys i have a hook for them right next to the door but i am constantly putting them in places where i have to look for them,0
what are your plans for summer i want to go camping as many times as i can in as many places as i can,0
what are you proud of in yourself for being reliable and a good friend,0
what are you scared of death,0
what are you stereotyped as the most what do you do differently that people of that particular stereotype would never do being a jail bird and outlaw i do not steal,0
what are you the most absentminded about i have asthma and some mornings i dont always take my meds,0
what are you wearing atm im still in pj bottoms a pink t shirt and a bath robe its still chilly red shirt with white stripes black jeans and cowboy boots,0
what are your emotions right now calm peaceful and you,0
what are your favorite christmas traditions if any trimming the tree then the house with lights around the windows and outside,0
what are your favorite song lyrics why keep your drink just give me the money pink lmao thats just funny,0
what are your ideas on the exceptions that come with the rule never hit a girl do you have any thoughts on a girl who has been hit by a man what happened when you were hit by a woman and you hit back if you raise a hand in violence towards me you better be prepared to be hit back,0
what are your plans for the fourth of july do you like popping or watching fireworks i am going to watch them natrona county does not allow doing them ourselves the show at the lake is always pretty good,0
what are your thoughts on older kids wearing diapers they should be potty trained,0
what are your thoughts on straight people i figured that if everyone was asking me what are your thoughts on gay people i would change it around straight people are missing out on having it both ways i enjoy sex with women the most but gay sex is erotic and fun,0
what are your thoughts on the oil spill from bp they took many shortcuts to save money which now costs them almost a billion or more and they have made our planet even more damaged thanks bp,0
what bad habits do you have i bite my fingernails,0
what beer brand do you enjoy best budweiser,0
what cause do you strongly support,0
what color is your hair right now brown short and thick,0
what color are your bedsheets i have superman bed sheets no kidding,0
what color is your computer laptop,0
what did you do today or yesterday if youre getting this tomorrow i planted daisies i went to work bye,0
what did you have for dinner tonight i had pizza for like the first time in ages dinner was brauts and potato salad,0
what did you want to be when you were little a superhero,0
what do you do when youre sick drink beer,0
what do you look for in a girl quality of looks ect strongminded big boobs and outlawlike me,0
what do you think about irish people i am part irish so i like them,0
what do you think about underage drinking is it okay,0
what do you believe is your purpose in life to make people happy,0
what do you believe we can do to help the economy i really dont know,0
what do you do in your free time i like to float the river,0
what do you feel are the main things that drive people with initial good intentions to do bad hurtful things hard to say,0
what do you feel is the proper way to lower juvenile crime stricter punishments more afterschool activities better parenting or other factors why do you feel that way,0
what do you have to do before you die go camping in the yukon territory,0
what do you like about batman he is the ultimate outlaw very disturbed and driven to make things right,0
what do you like to see on the opposite sex breasts,0
what do you most admire about your dad did you do anything special for fathers day hes gone but dad was the strongest person i ever knew,0
what do you prefer spontaneity or stability,0
what do you think about capital punishment if its proven that the person actually took a life stick a needle in the fucker and throw him away,0
what do you think about foot fetishes do you have one they are okay for those that enjoy it i do not enjoy feet now boobs yummy,0
what do you think about global warming its bunk,0
what do you think about men who like to be dominated and ridiculed in bed lol suckers,0
what do you think about our right to bear arms do you use it is it good or bad explain i use it i have several firearms and i will never give it up,0
what do you think about pdas in public i love it btw pdas stands for public display of affection so to say pdas in public is redundant,0
what do you think about people who dont support our troops let them get in front of the troops,0
what do you think about plagiarism its just dumb and irresponsible,0
what do you think about teen engagements love say a year old engaged and she has not finished school yet too young and should not be allowed,0
what do you think about texas being the only state allowed to have their state flag at the same height as the american flag why if you dont know why they can do that i know the answer just ask me because those texans are assholes,0
what do you think about women who fantasize about being raped is it a slap in the face for women who were really raped and traumatized by it if its consensual remember there are safe words and they should always be followed as long as its kept as a game theres no harm no foul,0
